Ano,Município,Aparelho de Pesca,Pescado,kg no Período,nº de descargas do período
2014,Itajaí,Arrasto de parelha,Abrótea,"1.740,00",5
2014,Itajaí,Arrasto de parelha,Bagre,"160,00",3
2014,Itajaí,Arrasto de parelha,Betara,"1.080,00",3
2014,Itajaí,Arrasto de parelha,Cabra,"7.260,00",9
2014,Itajaí,Arrasto de parelha,Cações,"140,00",1
2014,Itajaí,Arrasto de parelha,Castanha,"162.880,00",10
2014,Itajaí,Arrasto de parelha,Congro-rosa,"0,00",1
2014,Itajaí,Arrasto de parelha,Corcoroca,"900,00",4
2014,Itajaí,Arrasto de parelha,Corvina,"169.720,00",14
2014,Itajaí,Arrasto de parelha,Emplastro,"0,00",1
2014,Itajaí,Arrasto de parelha,Enguia,"80,00",1
2014,Itajaí,Arrasto de parelha,Espada,"8.380,00",5
2014,Itajaí,Arrasto de parelha,Galo,"600,00",1
2014,Itajaí,Arrasto de parelha,Goete,"21.080,00",8
2014,Itajaí,Arrasto de parelha,Gordinho,"12.380,00",7
2014,Itajaí,Arrasto de parelha,Guaivira,"80,00",1
2014,Itajaí,Arrasto de parelha,Linguado,"5.107,00",6
2014,Itajaí,Arrasto de parelha,Linguado-areia,"500,00",1
2014,Itajaí,Arrasto de parelha,Linguado-vermelho,"400,00",1
2014,Itajaí,Arrasto de parelha,Maria-luiza,"30.020,00",2
2014,Itajaí,Arrasto de parelha,Maria-mole,"174.680,00",12
2014,Itajaí,Arrasto de parelha,Merluza,"80,00",2
2014,Itajaí,Arrasto de parelha,Mistura,"261.282,00",15
2014,Itajaí,Arrasto de parelha,Palombeta,"3.000,00",1
2014,Itajaí,Arrasto de parelha,Peixe-porco,"60,00",4
2014,Itajaí,Arrasto de parelha,Peixe-sapo,"40,00",1
2014,Itajaí,Arrasto de parelha,Pescada,"44.360,00",4
2014,Itajaí,Arrasto de parelha,Pescada-amarela,"26.820,00",4
2014,Itajaí,Arrasto de parelha,Pescada-bicuda,"20,00",1
2014,Itajaí,Arrasto de parelha,Pescadinha-real,"6.480,00",2
2014,Itajaí,Arrasto de parelha,Robalo,"20,00",1
2014,Itajaí,Arrasto de parelha,Tira-vira,"430,00",3
2014,Itajaí,Arrasto duplo,Abrótea,"200.160,00",59
2014,Itajaí,Arrasto duplo,Abrótea-de-fundo,"513.800,00",48
2014,Itajaí,Arrasto duplo,Bagre,"860,00",7
2014,Itajaí,Arrasto duplo,Batata,"7.490,00",15
2014,Itajaí,Arrasto duplo,Betara,"7.750,00",18
2014,Itajaí,Arrasto duplo,Cabra,"165.780,00",76
2014,Itajaí,Arrasto duplo,Cação-bagre,"0,00",1
2014,Itajaí,Arrasto duplo,Cação-gato,"400,00",1
2014,Itajaí,Arrasto duplo,Cações,"200,00",2
2014,Itajaí,Arrasto duplo,Caçonete,"0,00",1
2014,Itajaí,Arrasto duplo,Calamar-argentino,"24.500,00",6
2014,Itajaí,Arrasto duplo,Camarão-barba-ruça,"200.200,00",20
2014,Itajaí,Arrasto duplo,Camarão-branco,"450,00",2
2014,Itajaí,Arrasto duplo,Camarão-cristalino,"77.330,00",31
2014,Itajaí,Arrasto duplo,Camarão-rosa,"35.760,00",33
2014,Itajaí,Arrasto duplo,Camarão-santana,"5.600,00",9
2014,Itajaí,Arrasto duplo,Camarão-santana + barba-ruca,"6.000,00",1
2014,Itajaí,Arrasto duplo,Camarão-sete-barbas,"12.000,00",2
2014,Itajaí,Arrasto duplo,Castanha,"100.280,00",45
2014,Itajaí,Arrasto duplo,Congro,"1.968,00",2
2014,Itajaí,Arrasto duplo,Congro-rosa,"72.000,00",56
2014,Itajaí,Arrasto duplo,Corcoroca,"1.000,00",2
2014,Itajaí,Arrasto duplo,Corvina,"24.020,00",36
2014,Itajaí,Arrasto duplo,Emplastro,"147.670,00",92
2014,Itajaí,Arrasto duplo,Enchova,"0,00",1
2014,Itajaí,Arrasto duplo,Enguia,"1.560,00",12
2014,Itajaí,Arrasto duplo,Espada,"740,00",8
2014,Itajaí,Arrasto duplo,Ferrinho,"600,00",1
2014,Itajaí,Arrasto duplo,Galo-de-profundidade,"2.300,00",3
2014,Itajaí,Arrasto duplo,Goete,"3.630,00",11
2014,Itajaí,Arrasto duplo,Gordinho,"1.030,00",10
2014,Itajaí,Arrasto duplo,Guaivira,"15,00",2
2014,Itajaí,Arrasto duplo,Lanceta,"0,00",1
2014,Itajaí,Arrasto duplo,Linguado,"187.082,00",50
2014,Itajaí,Arrasto duplo,Linguado-areia,"132.760,00",74
2014,Itajaí,Arrasto duplo,Lula,"47.490,00",26
2014,Itajaí,Arrasto duplo,Mangangá,"6.350,00",14
2014,Itajaí,Arrasto duplo,Maria-mole,"97.770,00",54
2014,Itajaí,Arrasto duplo,Marimbá,"100,00",2
2014,Itajaí,Arrasto duplo,Merluza,"288.970,00",48
2014,Itajaí,Arrasto duplo,Miracéu,"200,00",2
2014,Itajaí,Arrasto duplo,Mistura,"371.925,00",90
2014,Itajaí,Arrasto duplo,Namorado,"590,00",4
2014,Itajaí,Arrasto duplo,Olho-de-boi,"500,00",2
2014,Itajaí,Arrasto duplo,Palombeta,"15,00",2
2014,Itajaí,Arrasto duplo,Papa-moscas,"5.000,00",2
2014,Itajaí,Arrasto duplo,Pargo-rosa,"3.050,00",8
2014,Itajaí,Arrasto duplo,Peixe-porco,"44.340,00",19
2014,Itajaí,Arrasto duplo,Peixe-sapo,"106.327,00",67
2014,Itajaí,Arrasto duplo,Pescada,"1.100,00",4
2014,Itajaí,Arrasto duplo,Pescada-amarela,"1.300,00",2
2014,Itajaí,Arrasto duplo,Pescada-branca,"0,00",1
2014,Itajaí,Arrasto duplo,Pescadinha-real,"300,00",1
2014,Itajaí,Arrasto duplo,Pitú,"63.180,00",41
2014,Itajaí,Arrasto duplo,Polvo,"4.420,00",22
2014,Itajaí,Arrasto duplo,Raia,"2.940,00",11
2014,Itajaí,Arrasto duplo,Sapateira,"1.765,00",19
2014,Itajaí,Arrasto duplo,Sarrão,"250,00",2
2014,Itajaí,Arrasto duplo,Tira-vira,"23.180,00",43
2014,Itajaí,Arrasto duplo,Trilha,"1.945,00",15
2014,Itajaí,Arrasto simples,Abrótea,"10.120,00",9
2014,Itajaí,Arrasto simples,Abrótea-de-fundo,"1.000,00",1
2014,Itajaí,Arrasto simples,Batata,"20,00",1
2014,Itajaí,Arrasto simples,Cabra,"183.840,00",10
2014,Itajaí,Arrasto simples,Cações,"420,00",2
2014,Itajaí,Arrasto simples,Caçonete,"1.000,00",1
2014,Itajaí,Arrasto simples,Castanha,"69.245,00",10
2014,Itajaí,Arrasto simples,Congro,"2.300,00",1
2014,Itajaí,Arrasto simples,Congro-rosa,"2.159,00",6
2014,Itajaí,Arrasto simples,Corcoroca,"80,00",1
2014,Itajaí,Arrasto simples,Corvina,"5.880,00",5
2014,Itajaí,Arrasto simples,Emplastro,"46.600,00",9
2014,Itajaí,Arrasto simples,Enguia,"112,00",2
2014,Itajaí,Arrasto simples,Espada,"42,00",2
2014,Itajaí,Arrasto simples,Goete,"60,00",1
2014,Itajaí,Arrasto simples,Gordinho,"0,00",1
2014,Itajaí,Arrasto simples,Linguado,"6.610,00",6
2014,Itajaí,Arrasto simples,Linguado-areia,"16.000,00",7
2014,Itajaí,Arrasto simples,Maria-mole,"23.100,00",9
2014,Itajaí,Arrasto simples,Merluza,"5.700,00",5
2014,Itajaí,Arrasto simples,Mistura,"10.140,00",4
2014,Itajaí,Arrasto simples,Peixe-sapo,"5.930,00",7
2014,Itajaí,Arrasto simples,Raia,"4.240,00",4
2014,Itajaí,Arrasto simples,Tira-vira,"725,00",6
2014,Itajaí,Arrasto simples,Trilha,"650,00",4
2014,Laguna,Arrasto de parelha,Betara,"2.400,00",4
2014,Laguna,Arrasto de parelha,Cabra,"13.600,00",6
2014,Laguna,Arrasto de parelha,Castanha,"52.180,00",8
2014,Laguna,Arrasto de parelha,Corcoroca,"5.900,00",3
2014,Laguna,Arrasto de parelha,Corvina,"185.680,00",8
2014,Laguna,Arrasto de parelha,Espada,"14.380,00",6
2014,Laguna,Arrasto de parelha,Goete,"19.200,00",6
2014,Laguna,Arrasto de parelha,Gordinho,"10.500,00",5
2014,Laguna,Arrasto de parelha,Linguado,"600,00",1
2014,Laguna,Arrasto de parelha,Maria-mole,"82.540,00",8
2014,Laguna,Arrasto de parelha,Mistura,"400,00",1
2014,Laguna,Arrasto de parelha,Peixe-porco,"2.860,00",2
2014,Laguna,Arrasto de parelha,Pescada,"27.400,00",5
2014,Laguna,Arrasto duplo,Abrótea,"6.200,00",4
2014,Laguna,Arrasto duplo,Betara,"2.540,00",4
2014,Laguna,Arrasto duplo,Cabra,"54.120,00",7
2014,Laguna,Arrasto duplo,Castanha,"6.580,00",3
2014,Laguna,Arrasto duplo,Corcoroca,"1.200,00",2
2014,Laguna,Arrasto duplo,Corvina,"29.460,00",8
2014,Laguna,Arrasto duplo,Emplastro,"13.580,00",6
2014,Laguna,Arrasto duplo,Goete,"2.400,00",2
2014,Laguna,Arrasto duplo,Linguado,"13.600,00",7
2014,Laguna,Arrasto duplo,Lula,"200,00",1
2014,Laguna,Arrasto duplo,Maria-mole,"14.400,00",7
2014,Laguna,Arrasto duplo,Peixe-porco,"44.280,00",7
2014,Laguna,Arrasto duplo,Polvo,"2.900,00",3
2014,Laguna,Arrasto duplo,Raia,"1.800,00",2
2014,Laguna,Arrasto duplo,Tira-vira,"2.200,00",2
2014,Navegantes,Arrasto de parelha,Abrótea,"4.393,00",8
2014,Navegantes,Arrasto de parelha,Bagre,"7.276,00",7
2014,Navegantes,Arrasto de parelha,Betara,"2.240,00",6
2014,Navegantes,Arrasto de parelha,Cabra,"34.920,00",8
2014,Navegantes,Arrasto de parelha,Castanha,"390.040,00",18
2014,Navegantes,Arrasto de parelha,Corcoroca,"20,00",1
2014,Navegantes,Arrasto de parelha,Corvina,"306.918,00",19
2014,Navegantes,Arrasto de parelha,Emplastro,"3.000,00",1
2014,Navegantes,Arrasto de parelha,Enchova,"60,00",1
2014,Navegantes,Arrasto de parelha,Enguia,"180,00",3
2014,Navegantes,Arrasto de parelha,Espada,"4.380,00",3
2014,Navegantes,Arrasto de parelha,Galo,"40,00",2
2014,Navegantes,Arrasto de parelha,Goete,"51.790,00",12
2014,Navegantes,Arrasto de parelha,Gordinho,"2.600,00",8
2014,Navegantes,Arrasto de parelha,Guaivira,"100,00",1
2014,Navegantes,Arrasto de parelha,Linguado,"9.954,00",9
2014,Navegantes,Arrasto de parelha,Linguado-areia,"3.020,00",4
2014,Navegantes,Arrasto de parelha,Lula,"300,00",2
2014,Navegantes,Arrasto de parelha,Maria-luiza,"20,00",1
2014,Navegantes,Arrasto de parelha,Maria-mole,"376.820,00",19
2014,Navegantes,Arrasto de parelha,Merluza,"43,00",1
2014,Navegantes,Arrasto de parelha,Mistura,"94.000,00",10
2014,Navegantes,Arrasto de parelha,Palombeta,"20,00",1
2014,Navegantes,Arrasto de parelha,Pampo,"160,00",3
2014,Navegantes,Arrasto de parelha,Pargo-rosa,"500,00",2
2014,Navegantes,Arrasto de parelha,Peixe-lua,"115,00",1
2014,Navegantes,Arrasto de parelha,Peixe-porco,"2.640,00",6
2014,Navegantes,Arrasto de parelha,Peixe-tábua,"0,00",1
2014,Navegantes,Arrasto de parelha,Pescada,"7.810,00",7
2014,Navegantes,Arrasto de parelha,Pescada-amarela,"12.000,00",1
2014,Navegantes,Arrasto de parelha,Pescada-branca,"700,00",1
2014,Navegantes,Arrasto de parelha,Pescadinha-real,"720,00",2
2014,Navegantes,Arrasto de parelha,Polvo,"0,00",1
2014,Navegantes,Arrasto de parelha,Tainha,"1.620,00",2
2014,Navegantes,Arrasto de parelha,Tira-vira,"1.640,00",5
2014,Navegantes,Arrasto duplo,Abrótea,"207.607,00",76
2014,Navegantes,Arrasto duplo,Abrótea-de-fundo,"447.680,00",40
2014,Navegantes,Arrasto duplo,Bagre,"480,00",5
2014,Navegantes,Arrasto duplo,Batata,"3.540,00",21
2014,Navegantes,Arrasto duplo,Betara,"7.630,00",28
2014,Navegantes,Arrasto duplo,Cabra,"84.480,00",75
2014,Navegantes,Arrasto duplo,Cação-bagre,"820,00",3
2014,Navegantes,Arrasto duplo,Cação-gato,"500,00",2
2014,Navegantes,Arrasto duplo,Cações,"11.055,00",7
2014,Navegantes,Arrasto duplo,Caçonete,"956,00",10
2014,Navegantes,Arrasto duplo,Calamar-argentino,"800,00",1
2014,Navegantes,Arrasto duplo,Camarão-barba-ruça,"708.128,00",56
2014,Navegantes,Arrasto duplo,Camarão-branco,"35.584,00",7
2014,Navegantes,Arrasto duplo,Camarão-cristalino,"145.302,00",48
2014,Navegantes,Arrasto duplo,Camarão-rosa,"67.483,00",51
2014,Navegantes,Arrasto duplo,Camarão-santana,"11.544,00",27
2014,Navegantes,Arrasto duplo,Camarão-santana + barba-ruca,"35.000,00",2
2014,Navegantes,Arrasto duplo,Camarão-sete-barbas,"107.967,00",14
2014,Navegantes,Arrasto duplo,Castanha,"185.654,00",45
2014,Navegantes,Arrasto duplo,Congro,"27.435,00",23
2014,Navegantes,Arrasto duplo,Congro-rosa,"33.730,00",33
2014,Navegantes,Arrasto duplo,Corcoroca,"90,00",5
2014,Navegantes,Arrasto duplo,Corvina,"33.492,00",38
2014,Navegantes,Arrasto duplo,Emplastro,"103.047,00",99
2014,Navegantes,Arrasto duplo,Enchova,"20,00",1
2014,Navegantes,Arrasto duplo,Enguia,"1.040,00",17
2014,Navegantes,Arrasto duplo,Espada,"1.360,00",17
2014,Navegantes,Arrasto duplo,Ferrinho,"500,00",2
2014,Navegantes,Arrasto duplo,Galo,"460,00",4
2014,Navegantes,Arrasto duplo,Galo-de-profundidade,"260,00",1
2014,Navegantes,Arrasto duplo,Goete,"4.940,00",16
2014,Navegantes,Arrasto duplo,Gordinho,"1.245,00",13
2014,Navegantes,Arrasto duplo,Guaivira,"80,00",3
2014,Navegantes,Arrasto duplo,Linguado,"121.518,00",66
2014,Navegantes,Arrasto duplo,Linguado-areia,"50.532,00",57
2014,Navegantes,Arrasto duplo,Linguado-vermelho,"100,00",1
2014,Navegantes,Arrasto duplo,Lula,"56.527,00",37
2014,Navegantes,Arrasto duplo,Mangangá,"700,00",5
2014,Navegantes,Arrasto duplo,Maria-luiza,"440,00",3
2014,Navegantes,Arrasto duplo,Maria-mole,"179.330,00",53
2014,Navegantes,Arrasto duplo,Merluza,"142.500,00",65
2014,Navegantes,Arrasto duplo,Mistura,"345.217,00",103
2014,Navegantes,Arrasto duplo,Namorado,"3.168,00",13
2014,Navegantes,Arrasto duplo,Olho-de-boi,"60,00",2
2014,Navegantes,Arrasto duplo,Ovas,"1.300,00",1
2014,Navegantes,Arrasto duplo,Palombeta,"300,00",2
2014,Navegantes,Arrasto duplo,Pampo,"80,00",2
2014,Navegantes,Arrasto duplo,Papa-moscas,"5.000,00",1
2014,Navegantes,Arrasto duplo,Pargo-rosa,"1.162,00",8
2014,Navegantes,Arrasto duplo,Paru,"40,00",1
2014,Navegantes,Arrasto duplo,Peixe-porco,"54.140,00",17
2014,Navegantes,Arrasto duplo,Peixe-sapo,"47.735,00",47
2014,Navegantes,Arrasto duplo,Pescada,"1.620,00",10
2014,Navegantes,Arrasto duplo,Pescada-amarela,"700,00",4
2014,Navegantes,Arrasto duplo,Pescadinha-real,"100,00",1
2014,Navegantes,Arrasto duplo,Pitú,"69.698,00",55
2014,Navegantes,Arrasto duplo,Polvo,"10.947,00",27
2014,Navegantes,Arrasto duplo,Raia,"10.076,00",23
2014,Navegantes,Arrasto duplo,Roncador,"0,00",1
2014,Navegantes,Arrasto duplo,Sapateira,"3.380,00",18
2014,Navegantes,Arrasto duplo,Sardinha-lage,"15.664,00",1
2014,Navegantes,Arrasto duplo,Sardinha-verdadeira,"1.724,00",1
2014,Navegantes,Arrasto duplo,Sarrão,"120,00",3
2014,Navegantes,Arrasto duplo,Tira-vira,"10.840,00",40
2014,Navegantes,Arrasto duplo,Trilha,"1.750,00",24
2014,Navegantes,Arrasto simples,Abrótea,"4.420,00",7
2014,Navegantes,Arrasto simples,Abrótea-de-fundo,"6.000,00",1
2014,Navegantes,Arrasto simples,Bagre,"1.155,00",3
2014,Navegantes,Arrasto simples,Betara,"1.640,00",3
2014,Navegantes,Arrasto simples,Cabra,"10.500,00",7
2014,Navegantes,Arrasto simples,Cações,"2.020,00",1
2014,Navegantes,Arrasto simples,Camarão-cristalino,"4.000,00",1
2014,Navegantes,Arrasto simples,Castanha,"156.760,00",8
2014,Navegantes,Arrasto simples,Congro-rosa,"1.800,00",2
2014,Navegantes,Arrasto simples,Corcoroca,"320,00",4
2014,Navegantes,Arrasto simples,Corvina,"15.250,00",4
2014,Navegantes,Arrasto simples,Emplastro,"10.560,00",5
2014,Navegantes,Arrasto simples,Enguia,"320,00",3
2014,Navegantes,Arrasto simples,Espada,"2.500,00",3
2014,Navegantes,Arrasto simples,Goete,"3.570,00",5
2014,Navegantes,Arrasto simples,Gordinho,"1.780,00",5
2014,Navegantes,Arrasto simples,Linguado,"3.759,00",6
2014,Navegantes,Arrasto simples,Linguado-areia,"1.300,00",2
2014,Navegantes,Arrasto simples,Maria-luiza,"1.460,00",2
2014,Navegantes,Arrasto simples,Maria-mole,"80.050,00",9
2014,Navegantes,Arrasto simples,Mistura,"17.500,00",4
2014,Navegantes,Arrasto simples,Namorado,"11,00",1
2014,Navegantes,Arrasto simples,Palombeta,"140,00",1
2014,Navegantes,Arrasto simples,Pampo,"40,00",1
2014,Navegantes,Arrasto simples,Pargo-rosa,"260,00",2
2014,Navegantes,Arrasto simples,Peixe-porco,"280,00",2
2014,Navegantes,Arrasto simples,Pescada,"740,00",2
2014,Navegantes,Arrasto simples,Pescadinha-real,"80,00",2
2014,Navegantes,Arrasto simples,Pitú,"900,00",1
2014,Navegantes,Arrasto simples,Raia,"4.115,00",4
2014,Navegantes,Arrasto simples,Tira-vira,"380,00",3
2014,Navegantes,Arrasto simples,Trilha,"40,00",1
2014,Porto Belo,Arrasto de parelha,Abrótea,"6.530,00",23
2014,Porto Belo,Arrasto de parelha,Aipim,"20,00",1
2014,Porto Belo,Arrasto de parelha,Bagre,"15.380,00",29
2014,Porto Belo,Arrasto de parelha,Batata,"100,00",1
2014,Porto Belo,Arrasto de parelha,Betara,"14.213,00",24
2014,Porto Belo,Arrasto de parelha,Cabra,"50.270,00",28
2014,Porto Belo,Arrasto de parelha,Cação-anjo,"340,00",2
2014,Porto Belo,Arrasto de parelha,Cangoá,"50,00",1
2014,Porto Belo,Arrasto de parelha,Carapeba,"7.160,00",10
2014,Porto Belo,Arrasto de parelha,Carapicu,"280,00",2
2014,Porto Belo,Arrasto de parelha,Castanha,"283.532,00",19
2014,Porto Belo,Arrasto de parelha,Cioba,"170,00",2
2014,Porto Belo,Arrasto de parelha,Corcoroca,"18.890,00",21
2014,Porto Belo,Arrasto de parelha,Corvina,"514.038,00",30
2014,Porto Belo,Arrasto de parelha,Emplastro,"5.932,00",10
2014,Porto Belo,Arrasto de parelha,Enchova,"4.680,00",19
2014,Porto Belo,Arrasto de parelha,Enguia,"500,00",6
2014,Porto Belo,Arrasto de parelha,Espada,"6.540,00",10
2014,Porto Belo,Arrasto de parelha,Galo,"3.064,00",18
2014,Porto Belo,Arrasto de parelha,Galo-de-profundidade,"2.450,00",1
2014,Porto Belo,Arrasto de parelha,Goete,"147.030,00",29
2014,Porto Belo,Arrasto de parelha,Gordinho,"41.105,00",29
2014,Porto Belo,Arrasto de parelha,Guaivira,"3.890,00",14
2014,Porto Belo,Arrasto de parelha,Lanceta,"100,00",1
2014,Porto Belo,Arrasto de parelha,Linguado,"15.016,00",20
2014,Porto Belo,Arrasto de parelha,Linguado-areia,"1.882,00",8
2014,Porto Belo,Arrasto de parelha,Linguado-vermelho,"102,00",4
2014,Porto Belo,Arrasto de parelha,Lula,"35.235,00",11
2014,Porto Belo,Arrasto de parelha,Mangangá,"2.100,00",14
2014,Porto Belo,Arrasto de parelha,Maria-luiza,"360,00",7
2014,Porto Belo,Arrasto de parelha,Maria-mole,"32.610,00",4
2014,Porto Belo,Arrasto de parelha,Marimbá,"7.630,00",12
2014,Porto Belo,Arrasto de parelha,Merluza,"1.340,00",8
2014,Porto Belo,Arrasto de parelha,Miracéu,"440,00",7
2014,Porto Belo,Arrasto de parelha,Mistura,"16.792,00",28
2014,Porto Belo,Arrasto de parelha,Olho-de-cão,"6.300,00",14
2014,Porto Belo,Arrasto de parelha,Oveva,"2.200,00",7
2014,Porto Belo,Arrasto de parelha,Palombeta,"24.200,00",18
2014,Porto Belo,Arrasto de parelha,Pampo,"2.546,00",17
2014,Porto Belo,Arrasto de parelha,Pargo-rosa,"796,00",7
2014,Porto Belo,Arrasto de parelha,Paru,"2.830,00",15
2014,Porto Belo,Arrasto de parelha,Peixe-lua,"6.870,00",2
2014,Porto Belo,Arrasto de parelha,Peixe-porco,"7.670,00",25
2014,Porto Belo,Arrasto de parelha,Peixe-sapo,"2.330,00",8
2014,Porto Belo,Arrasto de parelha,Pescada,"191.201,00",23
2014,Porto Belo,Arrasto de parelha,Pescada-branca,"3.555,00",8
2014,Porto Belo,Arrasto de parelha,Pescada-cambucu,"6.590,00",15
2014,Porto Belo,Arrasto de parelha,Pescadinha-real,"26.210,00",17
2014,Porto Belo,Arrasto de parelha,Polvo,"73,00",1
2014,Porto Belo,Arrasto de parelha,Raia,"2.571,00",8
2014,Porto Belo,Arrasto de parelha,Robalo,"658,00",7
2014,Porto Belo,Arrasto de parelha,Roncador,"6.770,00",14
2014,Porto Belo,Arrasto de parelha,Sororoca,"280,00",5
2014,Porto Belo,Arrasto de parelha,Tainha,"1.220,00",1
2014,Porto Belo,Arrasto de parelha,Tira-vira,"3.460,00",13
2014,Porto Belo,Arrasto de parelha,Xarelete,"540,00",6
2014,Porto Belo,Arrasto duplo,Abrótea,"8.620,00",4
2014,Porto Belo,Arrasto duplo,Batata,"431,00",2
2014,Porto Belo,Arrasto duplo,Betara,"220,00",2
2014,Porto Belo,Arrasto duplo,Cabra,"700,00",3
2014,Porto Belo,Arrasto duplo,Cação-gato,"360,00",1
2014,Porto Belo,Arrasto duplo,Caçonete,"120,00",1
2014,Porto Belo,Arrasto duplo,Camarão-barba-ruça,"2.646,00",1
2014,Porto Belo,Arrasto duplo,Camarão-cristalino,"5.676,00",2
2014,Porto Belo,Arrasto duplo,Camarão-rosa,"240,00",2
2014,Porto Belo,Arrasto duplo,Camarão-santana,"15.672,00",4
2014,Porto Belo,Arrasto duplo,Castanha,"120,00",1
2014,Porto Belo,Arrasto duplo,Congro,"2.973,00",1
2014,Porto Belo,Arrasto duplo,Congro-rosa,"3.068,00",1
2014,Porto Belo,Arrasto duplo,Corvina,"40,00",1
2014,Porto Belo,Arrasto duplo,Emplastro,"1.469,00",4
2014,Porto Belo,Arrasto duplo,Goete,"280,00",1
2014,Porto Belo,Arrasto duplo,Linguado,"593,00",2
2014,Porto Belo,Arrasto duplo,Linguado-areia,"4.280,00",3
2014,Porto Belo,Arrasto duplo,Linguado-vermelho,"7,00",1
2014,Porto Belo,Arrasto duplo,Merluza,"1.980,00",3
2014,Porto Belo,Arrasto duplo,Mistura,"468,00",4
2014,Porto Belo,Arrasto duplo,Namorado,"266,00",2
2014,Porto Belo,Arrasto duplo,Pargo-rosa,"60,00",1
2014,Porto Belo,Arrasto duplo,Peixe-sapo,"1.909,00",3
2014,Porto Belo,Arrasto duplo,Pescada,"520,00",1
2014,Porto Belo,Arrasto duplo,Pescadinha-real,"20,00",1
2014,Porto Belo,Arrasto duplo,Pitú,"5.895,00",2
2014,Porto Belo,Arrasto duplo,Polvo,"9,00",1
2014,Porto Belo,Arrasto duplo,Tira-vira,"460,00",3
2015,Itajaí,Arrasto duplo,Abrótea,"480,00",1
2015,Itajaí,Arrasto duplo,Abrótea-de-fundo,"60.000,00",2
2015,Itajaí,Arrasto duplo,Cabra,"820,00",1
2015,Itajaí,Arrasto duplo,Calamar-argentino,"8.000,00",2
2015,Itajaí,Arrasto duplo,Castanha,"17.160,00",1
2015,Itajaí,Arrasto duplo,Congro,"72,00",1
2015,Itajaí,Arrasto duplo,Congro-rosa,"2.500,00",2
2015,Itajaí,Arrasto duplo,Corvina,"760,00",1
2015,Itajaí,Arrasto duplo,Emplastro,"1.475,00",1
2015,Itajaí,Arrasto duplo,Enguia,"440,00",1
2015,Itajaí,Arrasto duplo,Espada,"400,00",1
2015,Itajaí,Arrasto duplo,Linguado,"3.052,00",1
2015,Itajaí,Arrasto duplo,Maria-mole,"5.640,00",1
2015,Itajaí,Arrasto duplo,Merluza,"38.000,00",2
2015,Itajaí,Arrasto duplo,Mistura,"60,00",1
2015,Itajaí,Arrasto duplo,Peixe-porco,"20,00",1
2015,Itajaí,Arrasto duplo,Peixe-sapo,"4.700,00",3
2015,Itajaí,Arrasto duplo,Tira-vira,"500,00",1
2015,Navegantes,Arrasto de parelha,Castanha,"100.000,00",1
2015,Navegantes,Arrasto de parelha,Corvina,"2.000,00",1
2015,Navegantes,Arrasto de parelha,Emplastro,"6.000,00",1
2015,Navegantes,Arrasto de parelha,Maria-mole,"12.000,00",1
2015,Navegantes,Arrasto de parelha,Mistura,"6.000,00",1
2015,Navegantes,Arrasto duplo,Abrótea,"5.000,00",1
2015,Navegantes,Arrasto duplo,Cabra,"4.000,00",1
2015,Navegantes,Arrasto duplo,Castanha,"1.000,00",1
2015,Navegantes,Arrasto duplo,Emplastro,"6.000,00",1
2015,Navegantes,Arrasto duplo,Linguado,"1.800,00",1
2015,Navegantes,Arrasto duplo,Linguado-areia,"5.500,00",1
2015,Navegantes,Arrasto duplo,Maria-mole,"1.000,00",1
2015,Navegantes,Arrasto duplo,Peixe-sapo,"20,00",1
2015,Navegantes,Arrasto duplo,Sapateira,"1.200,00",1
2015,Porto Belo,Arrasto de parelha,Betara,"100,00",1
2015,Porto Belo,Arrasto de parelha,Cabra,"1.210,00",2
2015,Porto Belo,Arrasto de parelha,Castanha,"54.330,00",2
2015,Porto Belo,Arrasto de parelha,Corvina,"18.450,00",2
