Ano,Município,Aparelho de Pesca,Pescado,kg no Período,nº de descargas do período
2012,Porto Belo,Arrasto duplo,Polvo,"125,00",1
2012,Porto Belo,Arrasto duplo,Raia,"20,00",1
2013,Itajaí,Arrasto de parelha,Abrótea,"3.320,00",11
2013,Itajaí,Arrasto de parelha,Bagre,"2.700,00",7
2013,Itajaí,Arrasto de parelha,Betara,"2.040,00",6
2013,Itajaí,Arrasto de parelha,Cabra,"29.480,00",11
2013,Itajaí,Arrasto de parelha,Cações,"60,00",1
2013,Itajaí,Arrasto de parelha,Castanha,"500.800,00",19
2013,Itajaí,Arrasto de parelha,Corcoroca,"260,00",2
2013,Itajaí,Arrasto de parelha,Corvina,"317.460,00",24
2013,Itajaí,Arrasto de parelha,Emplastro,"11.040,00",9
2013,Itajaí,Arrasto de parelha,Enchova,"0,00",1
2013,Itajaí,Arrasto de parelha,Enguia,"320,00",2
2013,Itajaí,Arrasto de parelha,Espada,"7.570,00",15
2013,Itajaí,Arrasto de parelha,Galo,"1.000,00",1
2013,Itajaí,Arrasto de parelha,Goete,"25.800,00",6
2013,Itajaí,Arrasto de parelha,Gordinho,"20.380,00",13
2013,Itajaí,Arrasto de parelha,Guaivira,"2.020,00",2
2013,Itajaí,Arrasto de parelha,Linguado,"10.878,00",13
2013,Itajaí,Arrasto de parelha,Linguado-areia,"20,00",1
2013,Itajaí,Arrasto de parelha,Linguado-vermelho,"200,00",1
2013,Itajaí,Arrasto de parelha,Mangangá,"800,00",3
2013,Itajaí,Arrasto de parelha,Maria-luiza,"2.000,00",2
2013,Itajaí,Arrasto de parelha,Maria-mole,"363.460,00",20
2013,Itajaí,Arrasto de parelha,Mistura,"69.160,00",15
2013,Itajaí,Arrasto de parelha,Olho-de-boi,"100,00",1
2013,Itajaí,Arrasto de parelha,Palombeta,"20,00",1
2013,Itajaí,Arrasto de parelha,Peixe-porco,"5.880,00",4
2013,Itajaí,Arrasto de parelha,Peixe-sapo,"20,00",1
2013,Itajaí,Arrasto de parelha,Pescada,"43.140,00",4
2013,Itajaí,Arrasto de parelha,Pescada-amarela,"62.300,00",5
2013,Itajaí,Arrasto de parelha,Pescada-bicuda,"20,00",1
2013,Itajaí,Arrasto de parelha,Pescadinha-real,"87.320,00",6
2013,Itajaí,Arrasto de parelha,Raia,"1.800,00",3
2013,Itajaí,Arrasto de parelha,Tainha,"1.000,00",1
2013,Itajaí,Arrasto de parelha,Tira-vira,"3.760,00",8
2013,Itajaí,Arrasto duplo,Abrótea,"224.184,00",236
2013,Itajaí,Arrasto duplo,Abrótea-de-fundo,"1.311.740,00",81
2013,Itajaí,Arrasto duplo,Badejo,"0,00",1
2013,Itajaí,Arrasto duplo,Bagre,"1.630,00",31
2013,Itajaí,Arrasto duplo,Batata,"11.110,00",32
2013,Itajaí,Arrasto duplo,Betara,"46.278,00",180
2013,Itajaí,Arrasto duplo,Cabra,"489.168,00",244
2013,Itajaí,Arrasto duplo,Cação-bagre,"2.130,00",7
2013,Itajaí,Arrasto duplo,Cações,"0,00",3
2013,Itajaí,Arrasto duplo,Calamar-argentino,"86.750,00",17
2013,Itajaí,Arrasto duplo,Camarão-barba-ruça,"433.132,00",54
2013,Itajaí,Arrasto duplo,Camarão-branco,"2.900,00",6
2013,Itajaí,Arrasto duplo,Camarão-cristalino,"63.764,00",40
2013,Itajaí,Arrasto duplo,Camarão-rosa,"257.952,00",140
2013,Itajaí,Arrasto duplo,Camarão-santana,"41.154,00",35
2013,Itajaí,Arrasto duplo,Camarão-sete-barbas,"58.960,00",10
2013,Itajaí,Arrasto duplo,Cangoá,"160,00",3
2013,Itajaí,Arrasto duplo,Castanha,"296.620,00",139
2013,Itajaí,Arrasto duplo,Cioba,"1.000,00",4
2013,Itajaí,Arrasto duplo,Congro-rosa,"98.832,00",91
2013,Itajaí,Arrasto duplo,Corcoroca,"3.880,00",28
2013,Itajaí,Arrasto duplo,Corvina,"150.940,00",178
2013,Itajaí,Arrasto duplo,Emplastro,"403.848,00",277
2013,Itajaí,Arrasto duplo,Enchova,"0,00",2
2013,Itajaí,Arrasto duplo,Enguia,"6.450,00",39
2013,Itajaí,Arrasto duplo,Espada,"15.160,00",70
2013,Itajaí,Arrasto duplo,Ferrinho,"11.840,00",9
2013,Itajaí,Arrasto duplo,Galo,"100,00",3
2013,Itajaí,Arrasto duplo,Galo-de-profundidade,"7.270,00",12
2013,Itajaí,Arrasto duplo,Goete,"14.570,00",84
2013,Itajaí,Arrasto duplo,Gordinho,"11.140,00",68
2013,Itajaí,Arrasto duplo,Guaivira,"450,00",9
2013,Itajaí,Arrasto duplo,Linguado,"632.255,00",149
2013,Itajaí,Arrasto duplo,Linguado-areia,"172.459,00",166
2013,Itajaí,Arrasto duplo,Linguado-vermelho,"6.693,00",21
2013,Itajaí,Arrasto duplo,Lula,"63.223,00",72
2013,Itajaí,Arrasto duplo,Machote,"700,00",2
2013,Itajaí,Arrasto duplo,Mangangá,"39.325,00",110
2013,Itajaí,Arrasto duplo,Maria-luiza,"7.470,00",22
2013,Itajaí,Arrasto duplo,Maria-mole,"354.655,00",188
2013,Itajaí,Arrasto duplo,Merluza,"493.886,00",105
2013,Itajaí,Arrasto duplo,Miracéu,"160,00",1
2013,Itajaí,Arrasto duplo,Mistura,"531.165,00",271
2013,Itajaí,Arrasto duplo,Namorado,"1.840,00",19
2013,Itajaí,Arrasto duplo,Olho-de-boi,"678,00",7
2013,Itajaí,Arrasto duplo,Olho-de-cão,"340,00",2
2013,Itajaí,Arrasto duplo,Palombeta,"0,00",1
2013,Itajaí,Arrasto duplo,Papa-moscas,"34.600,00",9
2013,Itajaí,Arrasto duplo,Pargo-rosa,"810,00",11
2013,Itajaí,Arrasto duplo,Peixe-porco,"282.460,00",117
2013,Itajaí,Arrasto duplo,Peixe-sapo,"139.066,00",136
2013,Itajaí,Arrasto duplo,Pescada,"3.900,00",11
2013,Itajaí,Arrasto duplo,Pescada-amarela,"5.420,00",16
2013,Itajaí,Arrasto duplo,Pescada-bicuda,"180,00",2
2013,Itajaí,Arrasto duplo,Pescada-branca,"100,00",1
2013,Itajaí,Arrasto duplo,Pescada-cambucu,"206,00",1
2013,Itajaí,Arrasto duplo,Pescadinha-real,"11.780,00",17
2013,Itajaí,Arrasto duplo,Pitú,"57.535,00",60
2013,Itajaí,Arrasto duplo,Polvo,"16.021,00",134
2013,Itajaí,Arrasto duplo,Raia,"20.021,00",60
2013,Itajaí,Arrasto duplo,Roncador,"20,00",1
2013,Itajaí,Arrasto duplo,Sapateira,"4.785,00",44
2013,Itajaí,Arrasto duplo,Sarrão,"4.840,00",4
2013,Itajaí,Arrasto duplo,Tira-vira,"122.015,00",166
2013,Itajaí,Arrasto duplo,Trilha,"10.073,00",70
2013,Itajaí,Arrasto simples,Abrótea,"18.820,00",21
2013,Itajaí,Arrasto simples,Abrótea-de-fundo,"6.000,00",5
2013,Itajaí,Arrasto simples,Bagre,"610,00",4
2013,Itajaí,Arrasto simples,Betara,"360,00",4
2013,Itajaí,Arrasto simples,Cabra,"814.480,00",28
2013,Itajaí,Arrasto simples,Cação-bagre,"700,00",2
2013,Itajaí,Arrasto simples,Caçonete,"710,00",1
2013,Itajaí,Arrasto simples,Castanha,"757.950,00",36
2013,Itajaí,Arrasto simples,Cavalinha,"320,00",1
2013,Itajaí,Arrasto simples,Cioba,"20,00",1
2013,Itajaí,Arrasto simples,Congro-rosa,"2.385,00",7
2013,Itajaí,Arrasto simples,Corvina,"28.140,00",19
2013,Itajaí,Arrasto simples,Emplastro,"134.250,00",24
2013,Itajaí,Arrasto simples,Enchova,"100,00",1
2013,Itajaí,Arrasto simples,Enguia,"260,00",7
2013,Itajaí,Arrasto simples,Espada,"760,00",11
2013,Itajaí,Arrasto simples,Goete,"1.820,00",8
2013,Itajaí,Arrasto simples,Gordinho,"320,00",5
2013,Itajaí,Arrasto simples,Guaivira,"60,00",1
2013,Itajaí,Arrasto simples,Linguado,"1.500,00",4
2013,Itajaí,Arrasto simples,Linguado-areia,"48.460,00",22
2013,Itajaí,Arrasto simples,Machote,"1.000,00",1
2013,Itajaí,Arrasto simples,Mangangá,"550,00",9
2013,Itajaí,Arrasto simples,Maria-luiza,"30,00",1
2013,Itajaí,Arrasto simples,Maria-mole,"61.620,00",25
2013,Itajaí,Arrasto simples,Merluza,"19.360,00",19
2013,Itajaí,Arrasto simples,Mistura,"97.540,00",25
2013,Itajaí,Arrasto simples,Palombeta,"11.780,00",1
2013,Itajaí,Arrasto simples,Pampo,"20,00",1
2013,Itajaí,Arrasto simples,Peixe-porco,"100,00",1
2013,Itajaí,Arrasto simples,Peixe-sapo,"12.006,00",22
2013,Itajaí,Arrasto simples,Polvo,"120,00",3
2013,Itajaí,Arrasto simples,Raia,"6.868,00",14
2013,Itajaí,Arrasto simples,Sardinha-verdadeira,"40.040,00",1
2013,Itajaí,Arrasto simples,Tira-vira,"7.250,00",19
2013,Itajaí,Arrasto simples,Trilha,"7.940,00",13
2013,Laguna,Arrasto de parelha,Abrótea,"97.420,00",44
2013,Laguna,Arrasto de parelha,Bagre,"2.020,00",2
2013,Laguna,Arrasto de parelha,Betara,"23.160,00",26
2013,Laguna,Arrasto de parelha,Cabra,"84.560,00",28
2013,Laguna,Arrasto de parelha,Cações,"1.300,00",1
2013,Laguna,Arrasto de parelha,Castanha,"482.800,00",54
2013,Laguna,Arrasto de parelha,Corcoroca,"1.000,00",1
2013,Laguna,Arrasto de parelha,Corvina,"1.026.700,00",71
2013,Laguna,Arrasto de parelha,Emplastro,"38.940,00",12
2013,Laguna,Arrasto de parelha,Enguia,"480,00",2
2013,Laguna,Arrasto de parelha,Espada,"118.560,00",49
2013,Laguna,Arrasto de parelha,Goete,"45.600,00",19
2013,Laguna,Arrasto de parelha,Gordinho,"23.280,00",26
2013,Laguna,Arrasto de parelha,Linguado,"6.360,00",9
2013,Laguna,Arrasto de parelha,Maria-mole,"794.160,00",65
2013,Laguna,Arrasto de parelha,Mistura,"14.160,00",10
2013,Laguna,Arrasto de parelha,Não discriminado,"419.480,00",9
2013,Laguna,Arrasto de parelha,Peixe-porco,"35.720,00",9
2013,Laguna,Arrasto de parelha,Pescada,"8.860,00",1
2013,Laguna,Arrasto de parelha,Pescada-branca,"49.500,00",7
2013,Laguna,Arrasto de parelha,Pescadinha-real,"997.480,00",67
2013,Laguna,Arrasto de parelha,Raia,"101.740,00",23
2013,Laguna,Arrasto de parelha,Tainha,"820,00",1
2013,Laguna,Arrasto de parelha,Tira-vira,"2.840,00",2
2013,Laguna,Arrasto duplo,Abrótea,"58.540,00",32
2013,Laguna,Arrasto duplo,Betara,"13.850,00",13
2013,Laguna,Arrasto duplo,Cabra,"288.240,00",35
2013,Laguna,Arrasto duplo,Cações,"1.440,00",1
2013,Laguna,Arrasto duplo,Castanha,"108.480,00",29
2013,Laguna,Arrasto duplo,Corcoroca,"3.500,00",2
2013,Laguna,Arrasto duplo,Corvina,"121.070,00",29
2013,Laguna,Arrasto duplo,Emplastro,"45.520,00",9
2013,Laguna,Arrasto duplo,Enguia,"2.960,00",3
2013,Laguna,Arrasto duplo,Espada,"6.540,00",6
2013,Laguna,Arrasto duplo,Goete,"3.180,00",2
2013,Laguna,Arrasto duplo,Linguado,"175.820,00",32
2013,Laguna,Arrasto duplo,Maria-mole,"113.050,00",28
2013,Laguna,Arrasto duplo,Mistura,"5.020,00",4
2013,Laguna,Arrasto duplo,Não discriminado,"86.520,00",3
2013,Laguna,Arrasto duplo,Peixe-porco,"122.480,00",31
2013,Laguna,Arrasto duplo,Peixe-sapo,"4.240,00",4
2013,Laguna,Arrasto duplo,Pescada,"1.000,00",1
2013,Laguna,Arrasto duplo,Pescada-branca,"6.400,00",1
2013,Laguna,Arrasto duplo,Pescadinha-real,"19.870,00",9
2013,Laguna,Arrasto duplo,Polvo,"2.120,00",5
2013,Laguna,Arrasto duplo,Raia,"92.180,00",19
2013,Laguna,Arrasto duplo,Tira-vira,"59.460,00",18
2013,Laguna,Arrasto duplo,Trilha,"80,00",1
2013,Navegantes,Arrasto de parelha,Abrótea,"11.560,00",11
2013,Navegantes,Arrasto de parelha,Abrótea-de-fundo,"500,00",1
2013,Navegantes,Arrasto de parelha,Bagre,"2.240,00",6
2013,Navegantes,Arrasto de parelha,Betara,"2.140,00",12
2013,Navegantes,Arrasto de parelha,Cabra,"13.940,00",14
2013,Navegantes,Arrasto de parelha,Carapeba,"0,00",1
2013,Navegantes,Arrasto de parelha,Castanha,"556.660,00",14
2013,Navegantes,Arrasto de parelha,Corcoroca,"0,00",2
2013,Navegantes,Arrasto de parelha,Corvina,"241.740,00",18
2013,Navegantes,Arrasto de parelha,Emplastro,"23.560,00",10
2013,Navegantes,Arrasto de parelha,Enchova,"20,00",2
2013,Navegantes,Arrasto de parelha,Enguia,"90,00",2
2013,Navegantes,Arrasto de parelha,Espada,"6.520,00",7
2013,Navegantes,Arrasto de parelha,Goete,"28.840,00",12
2013,Navegantes,Arrasto de parelha,Gordinho,"11.940,00",12
2013,Navegantes,Arrasto de parelha,Guaivira,"800,00",3
2013,Navegantes,Arrasto de parelha,Linguado,"5.587,00",10
2013,Navegantes,Arrasto de parelha,Linguado-areia,"0,00",1
2013,Navegantes,Arrasto de parelha,Linguado-vermelho,"100,00",2
2013,Navegantes,Arrasto de parelha,Lula,"10,00",1
2013,Navegantes,Arrasto de parelha,Mangangá,"1.240,00",5
2013,Navegantes,Arrasto de parelha,Maria-luiza,"20,00",2
2013,Navegantes,Arrasto de parelha,Maria-mole,"442.390,00",17
2013,Navegantes,Arrasto de parelha,Mistura,"149.400,00",13
2013,Navegantes,Arrasto de parelha,Olho-de-cão,"4.100,00",2
2013,Navegantes,Arrasto de parelha,Oveva,"3.000,00",1
2013,Navegantes,Arrasto de parelha,Palombeta,"200,00",2
2013,Navegantes,Arrasto de parelha,Pampo,"82,00",1
2013,Navegantes,Arrasto de parelha,Pargo-rosa,"0,00",2
2013,Navegantes,Arrasto de parelha,Paru,"0,00",1
2013,Navegantes,Arrasto de parelha,Peixe-porco,"5.120,00",7
2013,Navegantes,Arrasto de parelha,Peixe-sapo,"352,00",3
2013,Navegantes,Arrasto de parelha,Pescada,"10.000,00",1
2013,Navegantes,Arrasto de parelha,Pescada-amarela,"4.300,00",4
2013,Navegantes,Arrasto de parelha,Pescada-bicuda,"0,00",2
2013,Navegantes,Arrasto de parelha,Pescada-branca,"100,00",1
2013,Navegantes,Arrasto de parelha,Pescada-cambucu,"2.000,00",1
2013,Navegantes,Arrasto de parelha,Pescadinha-real,"10.550,00",5
2013,Navegantes,Arrasto de parelha,Raia,"890,00",2
2013,Navegantes,Arrasto de parelha,Roncador,"500,00",2
2013,Navegantes,Arrasto de parelha,Tira-vira,"3.610,00",6
2013,Navegantes,Arrasto de parelha,Xarelete,"0,00",1
2013,Navegantes,Arrasto duplo,Abrótea,"728.074,00",236
2013,Navegantes,Arrasto duplo,Abrótea-de-fundo,"2.784.185,00",192
2013,Navegantes,Arrasto duplo,Albacora-lage,"0,00",1
2013,Navegantes,Arrasto duplo,Alfonsino,"20,00",1
2013,Navegantes,Arrasto duplo,Bagre,"1.330,00",28
2013,Navegantes,Arrasto duplo,Batata,"50.520,00",89
2013,Navegantes,Arrasto duplo,Betara,"20.210,00",140
2013,Navegantes,Arrasto duplo,Bonito-cachorro,"400,00",1
2013,Navegantes,Arrasto duplo,Cabra,"263.870,00",264
2013,Navegantes,Arrasto duplo,Cação-anjo,"0,00",1
2013,Navegantes,Arrasto duplo,Cação-bagre,"5.335,00",9
2013,Navegantes,Arrasto duplo,Cação-cola-fina,"0,00",1
2013,Navegantes,Arrasto duplo,Cações,"120,00",3
2013,Navegantes,Arrasto duplo,Caçonete,"1.520,00",9
2013,Navegantes,Arrasto duplo,Calamar-argentino,"61.390,00",25
2013,Navegantes,Arrasto duplo,Camarão-barba-ruça,"1.461.064,00",153
2013,Navegantes,Arrasto duplo,Camarão-branco,"5.280,00",22
2013,Navegantes,Arrasto duplo,Camarão-cristalino,"203.919,00",114
2013,Navegantes,Arrasto duplo,Camarão-rosa,"492.102,00",247
2013,Navegantes,Arrasto duplo,Camarão-santana,"210.777,00",137
2013,Navegantes,Arrasto duplo,Camarão-santana + barba-ruca,"27.000,00",3
2013,Navegantes,Arrasto duplo,Camarão-sete-barbas,"166.984,00",35
2013,Navegantes,Arrasto duplo,Castanha,"196.770,00",85
2013,Navegantes,Arrasto duplo,Cioba,"0,00",6
2013,Navegantes,Arrasto duplo,Congro,"7.770,00",6
2013,Navegantes,Arrasto duplo,Congro-rosa,"250.834,00",197
2013,Navegantes,Arrasto duplo,Corcoroca,"5.960,00",14
2013,Navegantes,Arrasto duplo,Corvina,"36.530,00",115
2013,Navegantes,Arrasto duplo,Emplastro,"284.070,00",351
2013,Navegantes,Arrasto duplo,Enchova,"10,00",2
2013,Navegantes,Arrasto duplo,Enguia,"5.390,00",37
2013,Navegantes,Arrasto duplo,Espada,"12.835,00",55
2013,Navegantes,Arrasto duplo,Ferrinho,"29.400,00",23
2013,Navegantes,Arrasto duplo,Galo,"4.935,00",10
2013,Navegantes,Arrasto duplo,Galo-de-profundidade,"58.440,00",47
2013,Navegantes,Arrasto duplo,Goete,"15.080,00",66
2013,Navegantes,Arrasto duplo,Gordinho,"4.840,00",49
2013,Navegantes,Arrasto duplo,Guaivira,"3.580,00",18
2013,Navegantes,Arrasto duplo,Linguado,"203.138,00",114
2013,Navegantes,Arrasto duplo,Linguado-areia,"251.255,00",247
2013,Navegantes,Arrasto duplo,Linguado-vermelho,"200,00",3
2013,Navegantes,Arrasto duplo,Lula,"176.073,00",99
2013,Navegantes,Arrasto duplo,Machote,"250,00",1
2013,Navegantes,Arrasto duplo,Mangangá,"10.410,00",72
2013,Navegantes,Arrasto duplo,Maria-luiza,"850,00",14
2013,Navegantes,Arrasto duplo,Maria-mole,"153.345,00",125
2013,Navegantes,Arrasto duplo,Merluza,"1.323.210,00",250
2013,Navegantes,Arrasto duplo,Miracéu,"60,00",1
2013,Navegantes,Arrasto duplo,Mistura,"970.150,00",394
2013,Navegantes,Arrasto duplo,Namorado,"1.971,00",32
2013,Navegantes,Arrasto duplo,Olho-de-boi,"470,00",6
2013,Navegantes,Arrasto duplo,Olho-de-cão,"580,00",4
2013,Navegantes,Arrasto duplo,Palombeta,"1.020,00",4
2013,Navegantes,Arrasto duplo,Pargo-rosa,"520,00",5
2013,Navegantes,Arrasto duplo,Peixe-porco,"82.985,00",67
2013,Navegantes,Arrasto duplo,Peixe-sapo,"342.946,00",217
2013,Navegantes,Arrasto duplo,Pescada,"2.650,00",16
2013,Navegantes,Arrasto duplo,Pescada-amarela,"4.800,00",19
2013,Navegantes,Arrasto duplo,Pescada-bicuda,"100,00",2
2013,Navegantes,Arrasto duplo,Pescada-branca,"300,00",1
2013,Navegantes,Arrasto duplo,Pescadinha-real,"550,00",12
2013,Navegantes,Arrasto duplo,Pitú,"202.817,00",167
2013,Navegantes,Arrasto duplo,Polvo,"16.706,00",120
2013,Navegantes,Arrasto duplo,Raia,"9.741,00",48
2013,Navegantes,Arrasto duplo,Raia-viola,"200,00",1
2013,Navegantes,Arrasto duplo,Ratinho,"50,00",1
2013,Navegantes,Arrasto duplo,Sapateira,"7.509,00",71
2013,Navegantes,Arrasto duplo,Sarrão,"3.295,00",8
2013,Navegantes,Arrasto duplo,Tainha,"685,00",1
2013,Navegantes,Arrasto duplo,Tira-vira,"38.310,00",135
2013,Navegantes,Arrasto duplo,Trilha,"25.155,00",90
2013,Navegantes,Arrasto simples,Abrótea,"3.595,00",8
2013,Navegantes,Arrasto simples,Abrótea-de-fundo,"6.300,00",7
2013,Navegantes,Arrasto simples,Bagre,"200,00",1
2013,Navegantes,Arrasto simples,Baiacú,"400,00",1
2013,Navegantes,Arrasto simples,Batata,"530,00",3
2013,Navegantes,Arrasto simples,Betara,"205,00",7
2013,Navegantes,Arrasto simples,Cabra,"119.025,00",16
2013,Navegantes,Arrasto simples,Cação-bagre,"2.940,00",3
2013,Navegantes,Arrasto simples,Calamar-argentino,"5.200,00",5
2013,Navegantes,Arrasto simples,Castanha,"927.010,00",24
2013,Navegantes,Arrasto simples,Congro-rosa,"2.280,00",7
2013,Navegantes,Arrasto simples,Corvina,"9.900,00",9
2013,Navegantes,Arrasto simples,Emplastro,"28.550,00",12
2013,Navegantes,Arrasto simples,Enguia,"20,00",2
2013,Navegantes,Arrasto simples,Espada,"6.280,00",9
2013,Navegantes,Arrasto simples,Galo-de-profundidade,"91.500,00",6
2013,Navegantes,Arrasto simples,Goete,"1.280,00",5
2013,Navegantes,Arrasto simples,Gordinho,"160,00",4
2013,Navegantes,Arrasto simples,Guaivira,"0,00",1
2013,Navegantes,Arrasto simples,Linguado,"2.175,00",5
2013,Navegantes,Arrasto simples,Linguado-areia,"22.910,00",12
2013,Navegantes,Arrasto simples,Linguado-vermelho,"200,00",1
2013,Navegantes,Arrasto simples,Mangangá,"4,00",3
2013,Navegantes,Arrasto simples,Maria-luiza,"10,00",1
2013,Navegantes,Arrasto simples,Maria-mole,"94.440,00",17
2013,Navegantes,Arrasto simples,Merluza,"11.900,00",8
2013,Navegantes,Arrasto simples,Miracéu,"0,00",1
2013,Navegantes,Arrasto simples,Mistura,"40.700,00",9
2013,Navegantes,Arrasto simples,Olho-de-boi,"0,00",1
2013,Navegantes,Arrasto simples,Palombeta,"0,00",1
2013,Navegantes,Arrasto simples,Pampo,"0,00",1
2013,Navegantes,Arrasto simples,Pargo-rosa,"0,00",1
2013,Navegantes,Arrasto simples,Peixe-porco,"160,00",4
2013,Navegantes,Arrasto simples,Peixe-sapo,"9.820,00",12
2013,Navegantes,Arrasto simples,Pescada,"600,00",1
2013,Navegantes,Arrasto simples,Pescadinha-real,"10.000,00",1
2013,Navegantes,Arrasto simples,Polvo,"20,00",1
2013,Navegantes,Arrasto simples,Raia,"7.600,00",1
2013,Navegantes,Arrasto simples,Tira-vira,"715,00",6
2013,Navegantes,Arrasto simples,Trilha,"1.990,00",5
2013,Porto Belo,Arrasto de parelha,Abrótea,"13.700,00",24
2013,Porto Belo,Arrasto de parelha,Aipim,"840,00",7
2013,Porto Belo,Arrasto de parelha,Bagre,"17.363,00",30
2013,Porto Belo,Arrasto de parelha,Betara,"26.000,00",32
2013,Porto Belo,Arrasto de parelha,Borriquete,"20,00",1
2013,Porto Belo,Arrasto de parelha,Cabra,"52.140,00",28
2013,Porto Belo,Arrasto de parelha,Cação-anjo,"260,00",4
2013,Porto Belo,Arrasto de parelha,Caçonete,"20,00",1
2013,Porto Belo,Arrasto de parelha,Cangoá,"2.300,00",1
2013,Porto Belo,Arrasto de parelha,Carapeba,"9.330,00",17
2013,Porto Belo,Arrasto de parelha,Carapicu,"2.650,00",11
2013,Porto Belo,Arrasto de parelha,Castanha,"232.431,00",24
2013,Porto Belo,Arrasto de parelha,Cherne,"70,00",1
2013,Porto Belo,Arrasto de parelha,Cioba,"2.670,00",5
2013,Porto Belo,Arrasto de parelha,Corcoroca,"63.030,00",31
2013,Porto Belo,Arrasto de parelha,Corvina,"703.399,00",35
2013,Porto Belo,Arrasto de parelha,Emplastro,"6.462,00",14
2013,Porto Belo,Arrasto de parelha,Enchova,"11.972,00",23
2013,Porto Belo,Arrasto de parelha,Enguia,"640,00",9
2013,Porto Belo,Arrasto de parelha,Espada,"4.960,00",11
2013,Porto Belo,Arrasto de parelha,Galo,"7.589,00",16
2013,Porto Belo,Arrasto de parelha,Garoupa,"320,00",2
2013,Porto Belo,Arrasto de parelha,Goete,"160.550,00",32
2013,Porto Belo,Arrasto de parelha,Gordinho,"67.794,00",31
2013,Porto Belo,Arrasto de parelha,Guaivira,"8.970,00",16
2013,Porto Belo,Arrasto de parelha,Linguado,"15.735,00",27
2013,Porto Belo,Arrasto de parelha,Linguado-areia,"450,00",6
2013,Porto Belo,Arrasto de parelha,Linguado-vermelho,"199,00",6
2013,Porto Belo,Arrasto de parelha,Lula,"4.550,00",13
2013,Porto Belo,Arrasto de parelha,Mangangá,"5.240,00",18
2013,Porto Belo,Arrasto de parelha,Maria-luiza,"1.910,00",18
2013,Porto Belo,Arrasto de parelha,Maria-mole,"51.520,00",4
2013,Porto Belo,Arrasto de parelha,Marimbá,"640,00",9
2013,Porto Belo,Arrasto de parelha,Miracéu,"540,00",9
2013,Porto Belo,Arrasto de parelha,Mistura,"22.771,00",31
2013,Porto Belo,Arrasto de parelha,Não discriminado,"3.220,00",1
2013,Porto Belo,Arrasto de parelha,Olho-de-boi,"260,00",1
2013,Porto Belo,Arrasto de parelha,Olho-de-cão,"25.300,00",21
2013,Porto Belo,Arrasto de parelha,Oveva,"5.110,00",12
2013,Porto Belo,Arrasto de parelha,Palombeta,"49.550,00",19
2013,Porto Belo,Arrasto de parelha,Pampo,"5.877,00",18
2013,Porto Belo,Arrasto de parelha,Papa-moscas,"740,00",1
2013,Porto Belo,Arrasto de parelha,Pargo-rosa,"2.870,00",10
2013,Porto Belo,Arrasto de parelha,Paru,"3.038,00",13
2013,Porto Belo,Arrasto de parelha,Peixe-porco,"10.940,00",29
2013,Porto Belo,Arrasto de parelha,Peixe-tábua,"20,00",1
2013,Porto Belo,Arrasto de parelha,Pescada,"255.817,00",30
2013,Porto Belo,Arrasto de parelha,Pescada-branca,"11.888,00",6
2013,Porto Belo,Arrasto de parelha,Pescada-cambucu,"9.580,00",16
2013,Porto Belo,Arrasto de parelha,Pescadinha-real,"82.074,00",28
2013,Porto Belo,Arrasto de parelha,Polvo,"27,00",1
2013,Porto Belo,Arrasto de parelha,Raia,"5.914,00",16
2013,Porto Belo,Arrasto de parelha,Robalo,"351,00",8
2013,Porto Belo,Arrasto de parelha,Roncador,"9.114,00",16
2013,Porto Belo,Arrasto de parelha,Sardinha-lage,"80,00",1
2013,Porto Belo,Arrasto de parelha,Sardinha-verdadeira,"100,00",1
2013,Porto Belo,Arrasto de parelha,Savelha,"100,00",2
2013,Porto Belo,Arrasto de parelha,Sororoca,"540,00",4
2013,Porto Belo,Arrasto de parelha,Tira-vira,"1.780,00",9
2013,Porto Belo,Arrasto de parelha,Xarelete,"20,00",1
2013,Porto Belo,Arrasto duplo,Abrótea,"2.080,00",4
2013,Porto Belo,Arrasto duplo,Betara,"2.100,00",3
2013,Porto Belo,Arrasto duplo,Cabra,"30.080,00",3
2013,Porto Belo,Arrasto duplo,Camarão-barba-ruça,"2.310,00",1
2013,Porto Belo,Arrasto duplo,Camarão-rosa,"1.700,00",1
2013,Porto Belo,Arrasto duplo,Camarão-santana,"165,00",1
2013,Porto Belo,Arrasto duplo,Castanha,"5.000,00",2
2013,Porto Belo,Arrasto duplo,Corcoroca,"20,00",1
2013,Porto Belo,Arrasto duplo,Corvina,"30.189,00",6
2013,Porto Belo,Arrasto duplo,Emplastro,"60,00",1
2013,Porto Belo,Arrasto duplo,Espada,"1.900,00",1
2013,Porto Belo,Arrasto duplo,Goete,"20,00",1
2013,Porto Belo,Arrasto duplo,Gordinho,"213,00",3
2013,Porto Belo,Arrasto duplo,Guaivira,"20,00",1
2013,Porto Belo,Arrasto duplo,Linguado,"1.100,00",1
2013,Porto Belo,Arrasto duplo,Linguado-areia,"1.460,00",2
2013,Porto Belo,Arrasto duplo,Maria-mole,"8.080,00",2
2013,Porto Belo,Arrasto duplo,Mistura,"564,00",4
2013,Porto Belo,Arrasto duplo,Olho-de-cão,"110,00",2
2013,Porto Belo,Arrasto duplo,Pampo,"10,00",1
2013,Porto Belo,Arrasto duplo,Peixe-porco,"6.440,00",2
2013,Porto Belo,Arrasto duplo,Polvo,"1.103,00",3
2013,Porto Belo,Arrasto duplo,Raia,"6.340,00",1
2013,Porto Belo,Arrasto duplo,Tira-vira,"1.960,00",1
